;alive;alive
1958-11-15;1958;[1950, 1960[
1958-11-18;1958;[1950, 1960[
1958-11-24;1958;[1950, 1960[
1958-12-10;1958;[1950, 1960[
1958-12-18;1958;[1950, 1960[
1958-12-24;1958;[1950, 1960[
1958-12-25;1958;[1950, 1960[
1959-01-04;1959;[1950, 1960[
1959-01-09;1959;[1950, 1960[
1959-01-11;1959;[1950, 1960[
1959-01-19;1959;[1950, 1960[
1959-01-24;1959;[1950, 1960[
1959-01-31;1959;[1950, 1960[
1959-02-17;1959;[1950, 1960[
1959-02-20;1959;[1950, 1960[
1959-03-03;1959;[1950, 1960[
1959-03-04;1959;[1950, 1960[
1959-03-20;1959;[1950, 1960[
1959-03-21;1959;[1950, 1960[
1959-03-25;1959;[1950, 1960[
1959-04-03;1959;[1950, 1960[
1959-04-07;1959;[1950, 1960[
1959-04-12;1959;[1950, 1960[
1959-04-14;1959;[1950, 1960[
1959-04-15;1959;[1950, 1960[
1959-04-22;1959;[1950, 1960[
1959-05-19;1959;[1950, 1960[
1959-06-02;1959;[1950, 1960[
1959-06-30;1959;[1950, 1960[
1959-07-02;1959;[1950, 1960[
1959-07-09;1959;[1950, 1960[
1959-07-14;1959;[1950, 1960[
1959-07-17;1959;[1950, 1960[
1959-07-21;1959;[1950, 1960[
1959-08-05;1959;[1950, 1960[
1959-08-06;1959;[1950, 1960[
1959-08-20;1959;[1950, 1960[
1959-08-29;1959;[1950, 1960[
1959-09-01;1959;[1950, 1960[
1959-09-15;1959;[1950, 1960[
1959-09-17;1959;[1950, 1960[
1959-09-18;1959;[1950, 1960[
1959-09-20;1959;[1950, 1960[
1959-09-26;1959;[1950, 1960[
1959-09-30;1959;[1950, 1960[
1959-10-05;1959;[1950, 1960[
1959-10-06;1959;[1950, 1960[
1959-10-07;1959;[1950, 1960[
1959-10-19;1959;[1950, 1960[
1959-10-20;1959;[1950, 1960[
1959-10-23;1959;[1950, 1960[
1959-10-25;1959;[1950, 1960[
1959-11-04;1959;[1950, 1960[
1959-11-10;1959;[1950, 1960[
1959-11-18;1959;[1950, 1960[
1959-12-02;1959;[1950, 1960[
1959-12-04;1959;[1950, 1960[
1959-12-07;1959;[1950, 1960[
1959-12-11;1959;[1950, 1960[
1959-12-26;1959;[1950, 1960[
1959-12-27;1959;[1950, 1960[
1960-01-06;1960;[1960, 1970[
1960-01-11;1960;[1960, 1970[
1960-01-13;1960;[1960, 1970[
1960-01-14;1960;[1960, 1970[
1960-01-19;1960;[1960, 1970[
1960-01-24;1960;[1960, 1970[
1960-01-27;1960;[1960, 1970[
1960-01-28;1960;[1960, 1970[
1960-02-10;1960;[1960, 1970[
1960-02-15;1960;[1960, 1970[
1960-02-25;1960;[1960, 1970[
1960-02-26;1960;[1960, 1970[
1960-02-29;1960;[1960, 1970[
1960-03-04;1960;[1960, 1970[
1960-03-10;1960;[1960, 1970[
1960-03-22;1960;[1960, 1970[
1960-03-23;1960;[1960, 1970[
1960-03-25;1960;[1960, 1970[
1960-04-05;1960;[1960, 1970[
1960-04-17;1960;[1960, 1970[
1960-04-18;1960;[1960, 1970[
1960-05-03;1960;[1960, 1970[
1960-05-06;1960;[1960, 1970[
1960-05-11;1960;[1960, 1970[
1960-05-16;1960;[1960, 1970[
1960-05-18;1960;[1960, 1970[
1960-05-26;1960;[1960, 1970[
1960-05-27;1960;[1960, 1970[
1960-05-28;1960;[1960, 1970[
1960-05-30;1960;[1960, 1970[
1960-05-31;1960;[1960, 1970[
1960-06-03;1960;[1960, 1970[
1960-06-10;1960;[1960, 1970[
1960-06-15;1960;[1960, 1970[
1960-06-29;1960;[1960, 1970[
1960-07-08;1960;[1960, 1970[
1960-07-21;1960;[1960, 1970[
1960-08-30;1960;[1960, 1970[
1960-09-01;1960;[1960, 1970[
1960-09-11;1960;[1960, 1970[
1960-09-14;1960;[1960, 1970[
1960-09-22;1960;[1960, 1970[
1960-10-12;1960;[1960, 1970[
1960-10-14;1960;[1960, 1970[
1960-10-16;1960;[1960, 1970[
1960-10-22;1960;[1960, 1970[
1960-10-26;1960;[1960, 1970[
1960-11-05;1960;[1960, 1970[
1960-11-07;1960;[1960, 1970[
1960-11-09;1960;[1960, 1970[
1960-11-16;1960;[1960, 1970[
1960-11-20;1960;[1960, 1970[
1960-11-24;1960;[1960, 1970[
1960-11-25;1960;[1960, 1970[
1960-11-26;1960;[1960, 1970[
1960-12-01;1960;[1960, 1970[
1960-12-02;1960;[1960, 1970[
1960-12-06;1960;[1960, 1970[
1960-12-07;1960;[1960, 1970[
1960-12-17;1960;[1960, 1970[
1961-01-01;1961;[1960, 1970[
1961-01-04;1961;[1960, 1970[
1961-01-13;1961;[1960, 1970[
1961-01-14;1961;[1960, 1970[
1961-01-21;1961;[1960, 1970[
1961-01-30;1961;[1960, 1970[
1961-02-04;1961;[1960, 1970[
1961-02-08;1961;[1960, 1970[
1961-02-24;1961;[1960, 1970[
1961-03-03;1961;[1960, 1970[
1961-03-06;1961;[1960, 1970[
1961-03-08;1961;[1960, 1970[
1961-03-09;1961;[1960, 1970[
1961-03-11;1961;[1960, 1970[
1961-03-24;1961;[1960, 1970[
1961-03-26;1961;[1960, 1970[
1961-04-02;1961;[1960, 1970[
1961-04-10;1961;[1960, 1970[
1961-04-13;1961;[1960, 1970[
1961-04-16;1961;[1960, 1970[
1961-04-19;1961;[1960, 1970[
1961-04-20;1961;[1960, 1970[
1961-04-23;1961;[1960, 1970[
1961-04-28;1961;[1960, 1970[
1961-05-04;1961;[1960, 1970[
1961-05-07;1961;[1960, 1970[
1961-05-11;1961;[1960, 1970[
1961-05-14;1961;[1960, 1970[
1961-05-20;1961;[1960, 1970[
1961-05-26;1961;[1960, 1970[
1961-05-29;1961;[1960, 1970[
1961-06-03;1961;[1960, 1970[
1961-06-05;1961;[1960, 1970[
1961-06-12;1961;[1960, 1970[
1961-06-14;1961;[1960, 1970[
1961-06-17;1961;[1960, 1970[
1961-06-18;1961;[1960, 1970[
1961-06-20;1961;[1960, 1970[
1961-06-25;1961;[1960, 1970[
1961-06-26;1961;[1960, 1970[
1961-06-27;1961;[1960, 1970[
1961-07-01;1961;[1960, 1970[
1961-07-04;1961;[1960, 1970[
1961-07-09;1961;[1960, 1970[
1961-07-14;1961;[1960, 1970[
1961-07-20;1961;[1960, 1970[
1961-07-21;1961;[1960, 1970[
1961-07-22;1961;[1960, 1970[
1961-07-24;1961;[1960, 1970[
1961-08-11;1961;[1960, 1970[
1961-08-17;1961;[1960, 1970[
1961-08-19;1961;[1960, 1970[
1961-08-22;1961;[1960, 1970[
1961-08-24;1961;[1960, 1970[
1961-08-25;1961;[1960, 1970[
1961-08-27;1961;[1960, 1970[
1961-08-29;1961;[1960, 1970[
1961-08-30;1961;[1960, 1970[
1961-09-02;1961;[1960, 1970[
1961-09-04;1961;[1960, 1970[
1961-09-08;1961;[1960, 1970[
1961-09-16;1961;[1960, 1970[
1961-09-17;1961;[1960, 1970[
1961-09-18;1961;[1960, 1970[
1961-09-26;1961;[1960, 1970[
1961-09-30;1961;[1960, 1970[
1961-10-02;1961;[1960, 1970[
1961-10-03;1961;[1960, 1970[
1961-10-11;1961;[1960, 1970[
1961-10-12;1961;[1960, 1970[
1961-10-17;1961;[1960, 1970[
1961-10-18;1961;[1960, 1970[
1961-10-22;1961;[1960, 1970[
1961-10-26;1961;[1960, 1970[
1961-11-04;1961;[1960, 1970[
1961-11-09;1961;[1960, 1970[
1961-11-11;1961;[1960, 1970[
1961-11-15;1961;[1960, 1970[
1961-11-16;1961;[1960, 1970[
1961-11-20;1961;[1960, 1970[
1961-11-29;1961;[1960, 1970[
1961-12-02;1961;[1960, 1970[
1961-12-07;1961;[1960, 1970[
1961-12-09;1961;[1960, 1970[
1961-12-10;1961;[1960, 1970[
1961-12-11;1961;[1960, 1970[
1961-12-23;1961;[1960, 1970[
1961-12-24;1961;[1960, 1970[
1961-12-31;1961;[1960, 1970[
1962-01-03;1962;[1960, 1970[
1962-01-05;1962;[1960, 1970[
1962-01-09;1962;[1960, 1970[
1962-01-10;1962;[1960, 1970[
1962-01-19;1962;[1960, 1970[
1962-01-20;1962;[1960, 1970[
1962-01-22;1962;[1960, 1970[
1962-01-23;1962;[1960, 1970[
1962-01-24;1962;[1960, 1970[
1962-02-03;1962;[1960, 1970[
1962-02-06;1962;[1960, 1970[
1962-02-11;1962;[1960, 1970[
1962-02-12;1962;[1960, 1970[
1962-02-15;1962;[1960, 1970[
1962-02-19;1962;[1960, 1970[
1962-02-22;1962;[1960, 1970[
1962-02-25;1962;[1960, 1970[
1962-03-03;1962;[1960, 1970[
1962-03-08;1962;[1960, 1970[
1962-03-14;1962;[1960, 1970[
1962-03-15;1962;[1960, 1970[
1962-03-17;1962;[1960, 1970[
1962-03-22;1962;[1960, 1970[
1962-03-30;1962;[1960, 1970[
1962-04-05;1962;[1960, 1970[
1962-04-12;1962;[1960, 1970[
1962-04-17;1962;[1960, 1970[
1962-04-20;1962;[1960, 1970[
1962-04-24;1962;[1960, 1970[
1962-05-04;1962;[1960, 1970[
1962-05-15;1962;[1960, 1970[
1962-05-16;1962;[1960, 1970[
1962-05-18;1962;[1960, 1970[
1962-05-25;1962;[1960, 1970[
1962-05-29;1962;[1960, 1970[
1962-05-30;1962;[1960, 1970[
1962-06-02;1962;[1960, 1970[
1962-06-18;1962;[1960, 1970[
1962-07-03;1962;[1960, 1970[
1962-07-05;1962;[1960, 1970[
1962-07-08;1962;[1960, 1970[
1962-07-09;1962;[1960, 1970[
1962-07-14;1962;[1960, 1970[
1962-07-16;1962;[1960, 1970[
1962-07-23;1962;[1960, 1970[
1962-07-25;1962;[1960, 1970[
1962-07-31;1962;[1960, 1970[
1962-08-01;1962;[1960, 1970[
1962-08-11;1962;[1960, 1970[
1962-08-12;1962;[1960, 1970[
1962-08-14;1962;[1960, 1970[
1962-08-16;1962;[1960, 1970[
1962-08-17;1962;[1960, 1970[
1962-08-20;1962;[1960, 1970[
1962-08-23;1962;[1960, 1970[
1962-08-28;1962;[1960, 1970[
1962-09-01;1962;[1960, 1970[
1962-09-08;1962;[1960, 1970[
1962-09-12;1962;[1960, 1970[
1962-09-16;1962;[1960, 1970[
1962-09-20;1962;[1960, 1970[
1962-09-21;1962;[1960, 1970[
1962-09-22;1962;[1960, 1970[
1962-09-28;1962;[1960, 1970[
1962-09-29;1962;[1960, 1970[
1962-10-01;1962;[1960, 1970[
1962-10-02;1962;[1960, 1970[
1962-10-07;1962;[1960, 1970[
1962-10-22;1962;[1960, 1970[
1962-10-24;1962;[1960, 1970[
1962-10-31;1962;[1960, 1970[
1962-11-03;1962;[1960, 1970[
1962-11-04;1962;[1960, 1970[
1962-11-05;1962;[1960, 1970[
1962-11-07;1962;[1960, 1970[
1962-11-09;1962;[1960, 1970[
1962-11-12;1962;[1960, 1970[
1962-11-14;1962;[1960, 1970[
1962-11-21;1962;[1960, 1970[
1962-11-25;1962;[1960, 1970[
1962-11-28;1962;[1960, 1970[
1962-12-06;1962;[1960, 1970[
1962-12-07;1962;[1960, 1970[
1962-12-17;1962;[1960, 1970[
1962-12-20;1962;[1960, 1970[
1962-12-22;1962;[1960, 1970[
1962-12-23;1962;[1960, 1970[
1963-01-17;1963;[1960, 1970[
1963-01-24;1963;[1960, 1970[
1963-01-30;1963;[1960, 1970[
1963-02-05;1963;[1960, 1970[
1963-02-06;1963;[1960, 1970[
1963-02-07;1963;[1960, 1970[
1963-02-10;1963;[1960, 1970[
1963-02-13;1963;[1960, 1970[
1963-02-17;1963;[1960, 1970[
1963-02-18;1963;[1960, 1970[
1963-02-24;1963;[1960, 1970[
1963-02-28;1963;[1960, 1970[
1963-03-02;1963;[1960, 1970[
1963-03-04;1963;[1960, 1970[
1963-03-07;1963;[1960, 1970[
1963-03-11;1963;[1960, 1970[
1963-03-21;1963;[1960, 1970[
1963-03-25;1963;[1960, 1970[
1963-04-03;1963;[1960, 1970[
1963-04-13;1963;[1960, 1970[
1963-04-14;1963;[1960, 1970[
1963-04-17;1963;[1960, 1970[
1963-04-18;1963;[1960, 1970[
1963-04-20;1963;[1960, 1970[
1963-04-23;1963;[1960, 1970[
1963-05-02;1963;[1960, 1970[
1963-05-03;1963;[1960, 1970[
1963-05-07;1963;[1960, 1970[
1963-05-12;1963;[1960, 1970[
1963-05-13;1963;[1960, 1970[
1963-05-15;1963;[1960, 1970[
1963-05-18;1963;[1960, 1970[
1963-05-21;1963;[1960, 1970[
1963-05-25;1963;[1960, 1970[
1963-05-28;1963;[1960, 1970[
1963-06-01;1963;[1960, 1970[
1963-06-02;1963;[1960, 1970[
1963-06-05;1963;[1960, 1970[
1963-06-06;1963;[1960, 1970[
1963-06-07;1963;[1960, 1970[
1963-06-09;1963;[1960, 1970[
1963-06-10;1963;[1960, 1970[
1963-06-12;1963;[1960, 1970[
1963-06-18;1963;[1960, 1970[
1963-06-23;1963;[1960, 1970[
1963-06-26;1963;[1960, 1970[
1963-07-11;1963;[1960, 1970[
1963-07-20;1963;[1960, 1970[
1963-07-30;1963;[1960, 1970[
1963-08-04;1963;[1960, 1970[
1963-08-08;1963;[1960, 1970[
1963-08-11;1963;[1960, 1970[
1963-08-17;1963;[1960, 1970[
1963-08-23;1963;[1960, 1970[
1963-08-27;1963;[1960, 1970[
1963-08-31;1963;[1960, 1970[
1963-09-01;1963;[1960, 1970[
1963-09-04;1963;[1960, 1970[
1963-09-05;1963;[1960, 1970[
1963-09-08;1963;[1960, 1970[
1963-09-09;1963;[1960, 1970[
1963-09-18;1963;[1960, 1970[
1963-09-20;1963;[1960, 1970[
1963-09-21;1963;[1960, 1970[
1963-09-22;1963;[1960, 1970[
1963-09-25;1963;[1960, 1970[
1963-10-02;1963;[1960, 1970[
1963-10-03;1963;[1960, 1970[
1963-10-05;1963;[1960, 1970[
1963-10-06;1963;[1960, 1970[
1963-10-07;1963;[1960, 1970[
1963-10-10;1963;[1960, 1970[
1963-10-11;1963;[1960, 1970[
1963-10-13;1963;[1960, 1970[
1963-10-19;1963;[1960, 1970[
1963-10-25;1963;[1960, 1970[
1963-10-27;1963;[1960, 1970[
1963-10-28;1963;[1960, 1970[
1963-10-29;1963;[1960, 1970[
1963-11-08;1963;[1960, 1970[
1963-11-12;1963;[1960, 1970[
1963-11-21;1963;[1960, 1970[
1963-11-23;1963;[1960, 1970[
1963-11-26;1963;[1960, 1970[
1963-11-30;1963;[1960, 1970[
1963-12-01;1963;[1960, 1970[
1963-12-03;1963;[1960, 1970[
1963-12-04;1963;[1960, 1970[
1963-12-05;1963;[1960, 1970[
1963-12-10;1963;[1960, 1970[
1963-12-11;1963;[1960, 1970[
1963-12-14;1963;[1960, 1970[
1963-12-17;1963;[1960, 1970[
1963-12-27;1963;[1960, 1970[
1963-12-30;1963;[1960, 1970[
1963-12-31;1963;[1960, 1970[
1964-01-01;1964;[1960, 1970[
1964-01-04;1964;[1960, 1970[
1964-01-08;1964;[1960, 1970[
1964-01-10;1964;[1960, 1970[
1964-01-12;1964;[1960, 1970[
1964-01-15;1964;[1960, 1970[
1964-01-19;1964;[1960, 1970[
1964-01-24;1964;[1960, 1970[
1964-01-29;1964;[1960, 1970[
1964-01-30;1964;[1960, 1970[
1964-01-31;1964;[1960, 1970[
1964-02-03;1964;[1960, 1970[
1964-02-05;1964;[1960, 1970[
1964-02-06;1964;[1960, 1970[
1964-02-15;1964;[1960, 1970[
1964-02-17;1964;[1960, 1970[
1964-02-18;1964;[1960, 1970[
1964-02-19;1964;[1960, 1970[
1964-03-02;1964;[1960, 1970[
1964-03-03;1964;[1960, 1970[
1964-03-04;1964;[1960, 1970[
1964-03-08;1964;[1960, 1970[
1964-03-11;1964;[1960, 1970[
1964-03-13;1964;[1960, 1970[
1964-03-15;1964;[1960, 1970[
1964-03-25;1964;[1960, 1970[
1964-03-28;1964;[1960, 1970[
1964-04-05;1964;[1960, 1970[
1964-04-06;1964;[1960, 1970[
1964-04-09;1964;[1960, 1970[
1964-04-10;1964;[1960, 1970[
1964-04-11;1964;[1960, 1970[
1964-04-15;1964;[1960, 1970[
1964-04-20;1964;[1960, 1970[
1964-04-23;1964;[1960, 1970[
1964-04-30;1964;[1960, 1970[
1964-05-01;1964;[1960, 1970[
1964-05-04;1964;[1960, 1970[
1964-05-05;1964;[1960, 1970[
1964-05-06;1964;[1960, 1970[
1964-05-11;1964;[1960, 1970[
1964-05-12;1964;[1960, 1970[
1964-05-15;1964;[1960, 1970[
1964-05-22;1964;[1960, 1970[
1964-05-24;1964;[1960, 1970[
1964-05-25;1964;[1960, 1970[
1964-05-28;1964;[1960, 1970[
1964-06-02;1964;[1960, 1970[
1964-06-03;1964;[1960, 1970[
1964-06-04;1964;[1960, 1970[
1964-06-05;1964;[1960, 1970[
1964-06-07;1964;[1960, 1970[
1964-06-09;1964;[1960, 1970[
1964-06-11;1964;[1960, 1970[
1964-06-18;1964;[1960, 1970[
1964-06-20;1964;[1960, 1970[
1964-06-21;1964;[1960, 1970[
1964-06-27;1964;[1960, 1970[
1964-06-28;1964;[1960, 1970[
1964-07-04;1964;[1960, 1970[
1964-07-15;1964;[1960, 1970[
1964-07-17;1964;[1960, 1970[
1964-07-19;1964;[1960, 1970[
1964-07-21;1964;[1960, 1970[
1964-07-25;1964;[1960, 1970[
1964-07-27;1964;[1960, 1970[
1964-07-30;1964;[1960, 1970[
1964-07-31;1964;[1960, 1970[
1964-08-06;1964;[1960, 1970[
1964-08-13;1964;[1960, 1970[
1964-08-15;1964;[1960, 1970[
1964-08-17;1964;[1960, 1970[
1964-08-19;1964;[1960, 1970[
1964-08-20;1964;[1960, 1970[
1964-08-21;1964;[1960, 1970[
1964-08-27;1964;[1960, 1970[
1964-08-31;1964;[1960, 1970[
1964-09-01;1964;[1960, 1970[
1964-09-06;1964;[1960, 1970[
1964-09-07;1964;[1960, 1970[
1964-09-09;1964;[1960, 1970[
1964-09-16;1964;[1960, 1970[
1964-09-20;1964;[1960, 1970[
1964-09-25;1964;[1960, 1970[
1964-09-27;1964;[1960, 1970[
1964-09-29;1964;[1960, 1970[
1964-09-30;1964;[1960, 1970[
1964-10-01;1964;[1960, 1970[
1964-10-04;1964;[1960, 1970[
1964-10-05;1964;[1960, 1970[
1964-10-07;1964;[1960, 1970[
1964-10-08;1964;[1960, 1970[
1964-10-20;1964;[1960, 1970[
1964-10-23;1964;[1960, 1970[
1964-10-27;1964;[1960, 1970[
1964-11-03;1964;[1960, 1970[
1964-11-05;1964;[1960, 1970[
1964-11-11;1964;[1960, 1970[
1964-11-15;1964;[1960, 1970[
1964-11-16;1964;[1960, 1970[
1964-11-18;1964;[1960, 1970[
1964-11-19;1964;[1960, 1970[
1964-11-21;1964;[1960, 1970[
1964-11-22;1964;[1960, 1970[
1964-11-28;1964;[1960, 1970[
1964-11-30;1964;[1960, 1970[
1964-12-01;1964;[1960, 1970[
1964-12-05;1964;[1960, 1970[
1964-12-08;1964;[1960, 1970[
1964-12-09;1964;[1960, 1970[
1964-12-10;1964;[1960, 1970[
1964-12-21;1964;[1960, 1970[
1964-12-23;1964;[1960, 1970[
1965-01-07;1965;[1960, 1970[
1965-01-08;1965;[1960, 1970[
1965-01-14;1965;[1960, 1970[
1965-01-16;1965;[1960, 1970[
1965-01-18;1965;[1960, 1970[
1965-01-23;1965;[1960, 1970[
1965-02-01;1965;[1960, 1970[
1965-02-02;1965;[1960, 1970[
1965-02-05;1965;[1960, 1970[
1965-02-06;1965;[1960, 1970[
1965-02-12;1965;[1960, 1970[
1965-02-16;1965;[1960, 1970[
1965-02-17;1965;[1960, 1970[
1965-02-20;1965;[1960, 1970[
1965-02-23;1965;[1960, 1970[
1965-02-24;1965;[1960, 1970[
1965-03-06;1965;[1960, 1970[
1965-03-15;1965;[1960, 1970[
1965-03-26;1965;[1960, 1970[
1965-04-08;1965;[1960, 1970[
1965-04-09;1965;[1960, 1970[
1965-04-14;1965;[1960, 1970[
1965-04-21;1965;[1960, 1970[
1965-04-22;1965;[1960, 1970[
1965-04-27;1965;[1960, 1970[
1965-05-01;1965;[1960, 1970[
1965-05-02;1965;[1960, 1970[
1965-05-06;1965;[1960, 1970[
1965-05-07;1965;[1960, 1970[
1965-05-09;1965;[1960, 1970[
1965-05-17;1965;[1960, 1970[
1965-05-18;1965;[1960, 1970[
1965-05-20;1965;[1960, 1970[
1965-05-21;1965;[1960, 1970[
1965-05-27;1965;[1960, 1970[
1965-05-30;1965;[1960, 1970[
1965-06-02;1965;[1960, 1970[
1965-06-06;1965;[1960, 1970[
1965-06-09;1965;[1960, 1970[
1965-06-16;1965;[1960, 1970[
1965-06-17;1965;[1960, 1970[
1965-06-19;1965;[1960, 1970[
1965-06-20;1965;[1960, 1970[
1965-06-23;1965;[1960, 1970[
1965-06-25;1965;[1960, 1970[
1965-06-28;1965;[1960, 1970[
1965-07-03;1965;[1960, 1970[
1965-07-07;1965;[1960, 1970[
1965-07-09;1965;[1960, 1970[
1965-07-13;1965;[1960, 1970[
1965-07-17;1965;[1960, 1970[
1965-07-20;1965;[1960, 1970[
1965-07-22;1965;[1960, 1970[
1965-07-24;1965;[1960, 1970[
1965-07-31;1965;[1960, 1970[
1965-08-06;1965;[1960, 1970[
1965-08-07;1965;[1960, 1970[
1965-08-16;1965;[1960, 1970[
1965-08-17;1965;[1960, 1970[
1965-08-22;1965;[1960, 1970[
1965-08-26;1965;[1960, 1970[
1965-08-27;1965;[1960, 1970[
1965-08-28;1965;[1960, 1970[
1965-08-30;1965;[1960, 1970[
1965-09-02;1965;[1960, 1970[
1965-09-06;1965;[1960, 1970[
1965-09-12;1965;[1960, 1970[
1965-09-13;1965;[1960, 1970[
1965-09-14;1965;[1960, 1970[
1965-09-15;1965;[1960, 1970[
1965-09-20;1965;[1960, 1970[
1965-09-24;1965;[1960, 1970[
1965-09-25;1965;[1960, 1970[
1965-09-26;1965;[1960, 1970[
1965-09-27;1965;[1960, 1970[
1965-09-30;1965;[1960, 1970[
1965-10-05;1965;[1960, 1970[
1965-10-06;1965;[1960, 1970[
1965-10-11;1965;[1960, 1970[
1965-10-17;1965;[1960, 1970[
1965-10-19;1965;[1960, 1970[
1965-10-20;1965;[1960, 1970[
1965-10-22;1965;[1960, 1970[
1965-10-24;1965;[1960, 1970[
1965-10-27;1965;[1960, 1970[
1965-11-02;1965;[1960, 1970[
1965-11-08;1965;[1960, 1970[
1965-11-09;1965;[1960, 1970[
1965-11-11;1965;[1960, 1970[
1965-11-12;1965;[1960, 1970[
1965-11-15;1965;[1960, 1970[
1965-11-22;1965;[1960, 1970[
1965-11-25;1965;[1960, 1970[
1965-11-26;1965;[1960, 1970[
1965-11-28;1965;[1960, 1970[
1965-11-30;1965;[1960, 1970[
1965-12-03;1965;[1960, 1970[
1965-12-05;1965;[1960, 1970[
1965-12-07;1965;[1960, 1970[
1965-12-11;1965;[1960, 1970[
1965-12-14;1965;[1960, 1970[
1965-12-16;1965;[1960, 1970[
1965-12-19;1965;[1960, 1970[
1965-12-20;1965;[1960, 1970[
1966-01-02;1966;[1960, 1970[
1966-01-05;1966;[1960, 1970[
1966-01-07;1966;[1960, 1970[
1966-01-09;1966;[1960, 1970[
1966-01-13;1966;[1960, 1970[
1966-01-14;1966;[1960, 1970[
1966-01-18;1966;[1960, 1970[
1966-01-20;1966;[1960, 1970[
1966-01-24;1966;[1960, 1970[
1966-01-25;1966;[1960, 1970[
1966-02-05;1966;[1960, 1970[
1966-02-06;1966;[1960, 1970[
1966-02-08;1966;[1960, 1970[
1966-02-10;1966;[1960, 1970[
1966-02-23;1966;[1960, 1970[
1966-02-24;1966;[1960, 1970[
1966-02-27;1966;[1960, 1970[
1966-02-28;1966;[1960, 1970[
1966-03-01;1966;[1960, 1970[
1966-03-02;1966;[1960, 1970[
1966-03-03;1966;[1960, 1970[
1966-03-04;1966;[1960, 1970[
1966-03-10;1966;[1960, 1970[
1966-03-11;1966;[1960, 1970[
1966-03-18;1966;[1960, 1970[
1966-03-24;1966;[1960, 1970[
1966-03-28;1966;[1960, 1970[
1966-03-30;1966;[1960, 1970[
1966-04-02;1966;[1960, 1970[
1966-04-06;1966;[1960, 1970[
1966-04-10;1966;[1960, 1970[
1966-04-14;1966;[1960, 1970[
1966-04-28;1966;[1960, 1970[
1966-04-29;1966;[1960, 1970[
1966-05-02;1966;[1960, 1970[
1966-05-03;1966;[1960, 1970[
1966-05-04;1966;[1960, 1970[
1966-05-05;1966;[1960, 1970[
1966-05-06;1966;[1960, 1970[
1966-05-07;1966;[1960, 1970[
1966-05-08;1966;[1960, 1970[
1966-05-11;1966;[1960, 1970[
1966-05-12;1966;[1960, 1970[
1966-05-21;1966;[1960, 1970[
1966-05-22;1966;[1960, 1970[
1966-05-24;1966;[1960, 1970[
1966-05-29;1966;[1960, 1970[
1966-06-04;1966;[1960, 1970[
1966-06-12;1966;[1960, 1970[
1966-06-13;1966;[1960, 1970[
1966-06-14;1966;[1960, 1970[
1966-06-15;1966;[1960, 1970[
1966-06-16;1966;[1960, 1970[
1966-06-18;1966;[1960, 1970[
1966-06-21;1966;[1960, 1970[
1966-06-25;1966;[1960, 1970[
1966-07-02;1966;[1960, 1970[
1966-07-06;1966;[1960, 1970[
1966-07-07;1966;[1960, 1970[
1966-07-11;1966;[1960, 1970[
1966-07-16;1966;[1960, 1970[
1966-07-19;1966;[1960, 1970[
1966-07-24;1966;[1960, 1970[
1966-08-07;1966;[1960, 1970[
1966-08-09;1966;[1960, 1970[
1966-08-10;1966;[1960, 1970[
1966-08-16;1966;[1960, 1970[
1966-08-24;1966;[1960, 1970[
1966-08-26;1966;[1960, 1970[
1966-09-01;1966;[1960, 1970[
1966-09-10;1966;[1960, 1970[
1966-09-14;1966;[1960, 1970[
1966-09-19;1966;[1960, 1970[
1966-09-27;1966;[1960, 1970[
1966-09-30;1966;[1960, 1970[
1966-10-03;1966;[1960, 1970[
1966-10-06;1966;[1960, 1970[
1966-10-07;1966;[1960, 1970[
1966-10-10;1966;[1960, 1970[
1966-10-11;1966;[1960, 1970[
1966-10-13;1966;[1960, 1970[
1966-10-16;1966;[1960, 1970[
1966-10-18;1966;[1960, 1970[
1966-10-19;1966;[1960, 1970[
1966-10-28;1966;[1960, 1970[
1966-10-29;1966;[1960, 1970[
1966-10-31;1966;[1960, 1970[
1966-11-01;1966;[1960, 1970[
1966-11-05;1966;[1960, 1970[
1966-11-06;1966;[1960, 1970[
1966-11-08;1966;[1960, 1970[
1966-11-09;1966;[1960, 1970[
1966-11-10;1966;[1960, 1970[
1966-11-14;1966;[1960, 1970[
1966-11-15;1966;[1960, 1970[
1966-11-16;1966;[1960, 1970[
1966-11-17;1966;[1960, 1970[
1966-11-18;1966;[1960, 1970[
1966-11-19;1966;[1960, 1970[
1966-11-20;1966;[1960, 1970[
1966-11-21;1966;[1960, 1970[
1966-11-23;1966;[1960, 1970[
1966-11-24;1966;[1960, 1970[
1966-11-26;1966;[1960, 1970[
1966-11-28;1966;[1960, 1970[
1966-12-03;1966;[1960, 1970[
1966-12-05;1966;[1960, 1970[
1966-12-11;1966;[1960, 1970[
1966-12-15;1966;[1960, 1970[
1966-12-19;1966;[1960, 1970[
1966-12-20;1966;[1960, 1970[
1966-12-24;1966;[1960, 1970[
1966-12-26;1966;[1960, 1970[
1966-12-27;1966;[1960, 1970[
1966-12-29;1966;[1960, 1970[
1966-12-31;1966;[1960, 1970[
1967-01-10;1967;[1960, 1970[
1967-01-12;1967;[1960, 1970[
1967-01-15;1967;[1960, 1970[
1967-01-16;1967;[1960, 1970[
1967-01-22;1967;[1960, 1970[
1967-01-27;1967;[1960, 1970[
1967-01-31;1967;[1960, 1970[
1967-02-02;1967;[1960, 1970[
1967-02-04;1967;[1960, 1970[
1967-02-05;1967;[1960, 1970[
